"","AGE1","PRDTRACE","PRDASIAN","A_MJOCC","PEIO1COW","PH_SEQ","GEDIV","GEREG","GESTFIPS","HEFAMINC","H_TYPEBC","H_YEAR","H_MONTH"
"143",0,1,-1,0,0,129,1,1,23,16,0,2021,3
"144",17,1,-1,0,0,132,1,1,23,8,0,2021,3
"145",10,1,-1,1,4,134,1,1,23,14,0,2021,3
"146",12,1,-1,7,7,134,1,1,23,14,0,2021,3
"147",0,1,-1,0,0,134,1,1,23,14,0,2021,3
"148",0,1,-1,0,0,134,1,1,23,14,0,2021,3
"149",15,1,-1,0,0,138,1,1,23,12,0,2021,3
"150",15,1,-1,8,7,138,1,1,23,12,0,2021,3
"151",15,1,-1,0,0,139,1,1,23,11,0,2021,3
"152",12,1,-1,6,7,139,1,1,23,11,0,2021,3
"153",9,1,-1,2,4,143,1,1,23,15,0,2021,3
"154",10,1,-1,6,7,143,1,1,23,15,0,2021,3
"155",2,1,-1,0,0,143,1,1,23,15,0,2021,3
"156",16,1,-1,0,0,144,1,1,23,15,0,2021,3
"157",14,1,-1,0,0,144,1,1,23,15,0,2021,3
"158",15,1,-1,0,0,146,1,1,23,15,0,2021,3
"159",14,1,-1,5,5,146,1,1,23,15,0,2021,3
"160",17,1,-1,0,0,150,1,1,23,8,0,2021,3
"161",7,1,-1,0,0,150,1,1,23,8,0,2021,3
"162",11,1,-1,2,5,151,1,1,23,14,0,2021,3
"163",11,1,-1,6,7,151,1,1,23,14,0,2021,3
"164",14,1,-1,0,0,152,1,1,23,6,0,2021,3
"165",16,1,-1,6,7,159,1,1,23,13,0,2021,3
"166",9,1,-1,5,4,159,1,1,23,13,0,2021,3
"167",1,1,-1,0,0,159,1,1,23,13,0,2021,3
"168",10,1,-1,2,3,160,1,1,23,13,0,2021,3
"169",11,1,-1,5,5,160,1,1,23,13,0,2021,3
"170",0,1,-1,0,0,160,1,1,23,13,0,2021,3
"171",8,1,-1,5,4,162,1,1,23,14,0,2021,3
"172",9,1,-1,1,4,162,1,1,23,14,0,2021,3
"173",0,1,-1,0,0,162,1,1,23,14,0,2021,3
"174",0,1,-1,0,0,162,1,1,23,14,0,2021,3
"175",16,1,-1,0,0,163,1,1,23,2,0,2021,3
"176",17,1,-1,0,0,175,1,1,23,11,0,2021,3
"177",17,1,-1,0,0,181,1,1,23,5,0,2021,3
"178",14,1,-1,4,4,183,1,1,23,14,0,2021,3
"179",13,1,-1,3,5,183,1,1,23,14,0,2021,3
"180",13,1,-1,9,4,184,1,1,23,12,0,2021,3
"181",14,1,-1,4,4,184,1,1,23,12,0,2021,3
"182",12,1,-1,1,5,190,1,1,23,16,0,2021,3
"183",14,1,-1,4,6,190,1,1,23,16,0,2021,3
"184",7,1,-1,3,4,198,1,1,23,13,0,2021,3
"185",0,1,-1,0,0,198,1,1,23,13,0,2021,3
"186",0,1,-1,0,0,198,1,1,23,13,0,2021,3
"187",8,1,-1,9,4,198,1,1,23,13,0,2021,3
"188",16,1,-1,0,0,199,1,1,23,8,0,2021,3
"189",15,1,-1,0,0,205,1,1,23,14,0,2021,3
"190",15,1,-1,0,0,205,1,1,23,14,0,2021,3
"191",8,1,-1,2,5,209,1,1,23,15,0,2021,3
"192",8,1,-1,2,4,209,1,1,23,15,0,2021,3
"193",8,1,-1,2,5,209,1,1,23,15,0,2021,3
"194",6,1,-1,0,0,210,1,1,23,3,0,2021,3
"195",0,1,-1,0,0,210,1,1,23,3,0,2021,3
"196",0,1,-1,0,0,210,1,1,23,3,0,2021,3
"197",0,1,-1,0,0,210,1,1,23,3,0,2021,3
"198",6,1,-1,3,4,210,1,1,23,3,0,2021,3
"199",17,1,-1,1,4,211,1,1,23,11,0,2021,3
"200",14,1,-1,1,7,212,1,1,23,8,0,2021,3
"201",13,1,-1,5,7,212,1,1,23,8,0,2021,3
"202",8,1,-1,2,2,213,1,1,23,11,0,2021,3
"203",8,1,-1,8,7,213,1,1,23,11,0,2021,3
"204",3,1,-1,3,5,213,1,1,23,11,0,2021,3
"205",15,1,-1,0,0,214,1,1,23,12,0,2021,3
"206",15,1,-1,1,4,214,1,1,23,12,0,2021,3
"207",6,1,-1,5,4,214,1,1,23,12,0,2021,3
"208",0,1,-1,0,0,214,1,1,23,12,0,2021,3
"209",0,1,-1,0,0,214,1,1,23,12,0,2021,3
"210",15,1,-1,1,6,215,1,1,23,11,0,2021,3
"211",12,1,-1,2,2,215,1,1,23,11,0,2021,3
"212",9,1,-1,5,4,216,1,1,23,16,0,2021,3
"213",11,1,-1,1,4,216,1,1,23,16,0,2021,3
"214",4,1,-1,7,4,216,1,1,23,16,0,2021,3
"215",0,2,-1,0,0,216,1,1,23,16,0,2021,3
"216",0,1,-1,0,0,216,1,1,23,16,0,2021,3
"217",16,1,-1,5,4,217,1,1,23,8,0,2021,3
"218",11,1,-1,9,4,218,1,1,23,11,0,2021,3
"219",9,1,-1,0,0,229,1,1,23,7,0,2021,3
"220",0,1,-1,0,0,229,1,1,23,7,0,2021,3
"221",8,1,-1,1,5,230,1,1,23,13,0,2021,3
"222",2,1,-1,10,4,230,1,1,23,13,0,2021,3
"223",2,1,-1,0,0,230,1,1,23,13,0,2021,3
"224",0,1,-1,0,0,230,1,1,23,13,0,2021,3
"225",8,1,-1,8,4,230,1,1,23,13,0,2021,3
"226",9,1,-1,0,0,231,1,1,23,11,0,2021,3
"227",7,1,-1,6,4,231,1,1,23,11,0,2021,3
"228",0,1,-1,0,0,231,1,1,23,11,0,2021,3
"229",0,1,-1,0,0,231,1,1,23,11,0,2021,3
"230",8,1,-1,7,4,232,1,1,23,9,0,2021,3
"231",0,1,-1,0,0,232,1,1,23,9,0,2021,3
"232",8,1,-1,3,4,232,1,1,23,9,0,2021,3
"233",11,1,-1,2,4,234,1,1,23,12,0,2021,3
"234",0,1,-1,0,0,234,1,1,23,12,0,2021,3
"235",7,1,-1,2,4,235,1,1,23,14,0,2021,3
"236",0,1,-1,0,0,235,1,1,23,14,0,2021,3
"237",0,1,-1,0,0,235,1,1,23,14,0,2021,3
"238",8,1,-1,8,7,235,1,1,23,14,0,2021,3
"239",4,1,-1,5,4,236,1,1,23,13,0,2021,3
"240",0,1,-1,0,0,236,1,1,23,13,0,2021,3
"241",12,1,-1,9,4,236,1,1,23,13,0,2021,3
"242",12,1,-1,6,4,236,1,1,23,13,0,2021,3
"243",12,1,-1,8,4,241,1,1,23,9,0,2021,3
"244",15,1,-1,5,4,241,1,1,23,9,0,2021,3
"245",15,1,-1,0,0,246,1,1,23,12,0,2021,3
"246",17,1,-1,0,0,246,1,1,23,12,0,2021,3
"247",10,1,-1,0,0,246,1,1,23,12,0,2021,3
"248",13,1,-1,1,4,247,1,1,23,16,0,2021,3
"249",13,1,-1,0,0,247,1,1,23,16,0,2021,3
"250",15,1,-1,3,4,248,1,1,23,8,0,2021,3
"251",12,1,-1,10,4,248,1,1,23,8,0,2021,3
"252",14,1,-1,0,0,253,1,1,23,11,0,2021,3
"253",13,1,-1,5,4,253,1,1,23,11,0,2021,3
"254",15,1,-1,3,4,255,1,1,23,7,0,2021,3
"255",15,1,-1,4,4,256,1,1,23,11,0,2021,3
"256",12,1,-1,0,0,256,1,1,23,11,0,2021,3
"257",9,1,-1,3,2,259,1,1,23,13,0,2021,3
"258",9,1,-1,0,0,259,1,1,23,13,0,2021,3
"259",9,1,-1,0,0,259,1,1,23,13,0,2021,3
"260",15,1,-1,0,0,261,1,1,23,5,0,2021,3
"261",17,1,-1,0,0,262,1,1,23,6,0,2021,3
"262",17,1,-1,0,0,263,1,1,23,5,0,2021,3
"263",11,1,-1,8,4,269,1,1,23,14,0,2021,3
"264",10,1,-1,5,4,269,1,1,23,14,0,2021,3
"265",6,1,-1,4,4,272,1,1,23,3,0,2021,3
"266",0,1,-1,0,0,272,1,1,23,3,0,2021,3
"267",0,1,-1,0,0,272,1,1,23,3,0,2021,3
"268",7,1,-1,0,0,272,1,1,23,3,0,2021,3
"269",10,1,-1,0,0,279,1,1,23,14,0,2021,3
"270",11,5,-1,1,6,279,1,1,23,14,0,2021,3
"271",3,9,-1,3,3,279,1,1,23,14,0,2021,3
"272",2,9,-1,3,4,279,1,1,23,14,0,2021,3
"273",7,1,-1,2,7,280,1,1,23,13,0,2021,3
"274",7,1,-1,0,0,280,1,1,23,13,0,2021,3
"275",1,1,-1,0,0,280,1,1,23,13,0,2021,3
"276",0,1,-1,0,0,280,1,1,23,13,0,2021,3
"277",0,1,-1,0,0,280,1,1,23,13,0,2021,3
"278",7,1,-1,10,4,290,1,1,23,13,0,2021,3
"279",13,1,-1,0,0,291,1,1,23,9,0,2021,3
"280",12,1,-1,0,0,291,1,1,23,9,0,2021,3
"281",16,1,-1,0,0,292,1,1,23,2,0,2021,3
"282",16,1,-1,0,0,293,1,1,23,9,0,2021,3
"283",16,1,-1,0,0,294,1,1,23,9,0,2021,3
"284",16,1,-1,0,0,295,1,1,23,14,0,2021,3
"285",9,1,-1,5,4,295,1,1,23,14,0,2021,3
"286",9,1,-1,7,4,295,1,1,23,14,0,2021,3
"287",6,2,-1,9,4,296,1,1,23,8,0,2021,3
"288",0,6,-1,0,0,296,1,1,23,8,0,2021,3
"289",6,1,-1,0,0,296,1,1,23,8,0,2021,3
"290",16,1,-1,0,0,298,1,1,23,7,0,2021,3
"291",10,1,-1,3,2,298,1,1,23,7,0,2021,3
"292",16,1,-1,0,0,299,1,1,23,6,0,2021,3
"293",17,1,-1,0,0,300,1,1,23,6,0,2021,3
"294",13,1,-1,1,3,306,1,1,23,16,0,2021,3
"295",14,1,-1,1,5,306,1,1,23,16,0,2021,3
"296",13,1,-1,2,4,308,1,1,23,15,0,2021,3
"297",13,1,-1,0,0,308,1,1,23,15,0,2021,3
"298",15,1,-1,4,7,309,1,1,23,12,0,2021,3
"299",17,1,-1,0,0,309,1,1,23,12,0,2021,3
"300",12,1,-1,2,4,310,1,1,23,13,0,2021,3
"301",14,1,-1,10,4,310,1,1,23,13,0,2021,3
"302",17,7,-1,0,0,311,1,1,23,6,0,2021,3
"303",13,1,-1,2,2,313,1,1,23,10,0,2021,3
"304",12,1,-1,2,7,313,1,1,23,10,0,2021,3
"305",16,1,-1,0,0,315,1,1,23,4,0,2021,3
"306",4,1,-1,2,4,316,1,1,23,12,0,2021,3
"307",10,1,-1,9,4,316,1,1,23,12,0,2021,3
"308",14,1,-1,8,4,317,1,1,23,12,0,2021,3
"309",13,1,-1,9,4,317,1,1,23,12,0,2021,3
"310",6,1,-1,9,4,317,1,1,23,12,0,2021,3
"311",8,1,-1,0,0,322,1,1,23,6,0,2021,3
"312",0,1,-1,0,0,322,1,1,23,6,0,2021,3
"313",7,1,-1,3,4,322,1,1,23,6,0,2021,3
"314",7,1,-1,0,0,323,1,1,23,7,0,2021,3
"315",6,1,-1,3,4,323,1,1,23,7,0,2021,3
"316",0,1,-1,0,0,323,1,1,23,7,0,2021,3
"317",0,1,-1,0,0,323,1,1,23,7,0,2021,3
"318",0,1,-1,0,0,323,1,1,23,7,0,2021,3
"319",0,1,-1,0,0,323,1,1,23,7,0,2021,3
"320",0,1,-1,0,0,323,1,1,23,7,0,2021,3
"321",14,1,-1,0,0,323,1,1,23,7,0,2021,3
"322",15,3,-1,9,4,327,1,1,23,15,0,2021,3
"323",11,1,-1,3,5,327,1,1,23,15,0,2021,3
"324",14,1,-1,10,4,328,1,1,23,15,0,2021,3
"325",9,1,-1,3,4,328,1,1,23,15,0,2021,3
"326",0,1,-1,0,0,328,1,1,23,15,0,2021,3
"327",10,1,-1,9,4,329,1,1,23,11,0,2021,3
"328",2,1,-1,0,0,329,1,1,23,11,0,2021,3
"329",17,1,-1,0,0,329,1,1,23,11,0,2021,3
"330",10,1,-1,3,7,330,1,1,23,6,0,2021,3
"331",1,1,-1,0,0,330,1,1,23,6,0,2021,3
"332",0,1,-1,0,0,330,1,1,23,6,0,2021,3
"333",10,1,-1,1,6,331,1,1,23,14,0,2021,3
"334",7,1,-1,2,4,331,1,1,23,14,0,2021,3
"335",0,1,-1,0,0,331,1,1,23,14,0,2021,3
"336",0,1,-1,0,0,331,1,1,23,14,0,2021,3
"337",7,7,-1,3,1,332,1,1,23,14,0,2021,3
"338",7,1,-1,2,7,332,1,1,23,14,0,2021,3
"339",0,7,-1,0,0,332,1,1,23,14,0,2021,3
"340",0,1,-1,0,0,332,1,1,23,14,0,2021,3
"341",12,1,-1,8,1,333,1,1,23,13,0,2021,3
"342",17,1,-1,0,0,334,1,1,23,8,0,2021,3
"343",6,1,-1,0,0,334,1,1,23,8,0,2021,3
"344",8,1,-1,0,0,335,1,1,23,8,0,2021,3
"345",16,1,-1,0,0,335,1,1,23,8,0,2021,3
"346",14,1,-1,0,0,336,1,1,23,10,0,2021,3
"347",15,1,-1,0,0,336,1,1,23,10,0,2021,3
"348",15,1,-1,0,0,336,1,1,23,10,0,2021,3
"349",9,1,-1,0,0,336,1,1,23,10,0,2021,3
"350",1,1,-1,0,0,336,1,1,23,10,0,2021,3
"351",8,1,-1,3,7,338,1,1,23,6,0,2021,3
"352",0,1,-1,0,0,338,1,1,23,6,0,2021,3
"353",11,1,-1,2,5,338,1,1,23,6,0,2021,3
"354",17,1,-1,0,0,342,1,1,23,12,0,2021,3
"355",16,1,-1,0,0,344,1,1,23,12,0,2021,3
"356",15,1,-1,0,0,344,1,1,23,12,0,2021,3
"357",17,1,-1,0,0,346,1,1,23,4,0,2021,3
"358",4,1,-1,7,4,346,1,1,23,4,0,2021,3
"359",13,1,-1,4,4,347,1,1,23,10,0,2021,3
"360",12,1,-1,10,4,347,1,1,23,10,0,2021,3
"361",6,1,-1,4,4,347,1,1,23,10,0,2021,3
"362",8,1,-1,8,4,349,1,1,23,14,0,2021,3
"363",0,1,-1,0,0,349,1,1,23,14,0,2021,3
"364",0,1,-1,0,0,349,1,1,23,14,0,2021,3
"365",8,1,-1,3,5,349,1,1,23,14,0,2021,3
"366",8,1,-1,3,5,350,1,1,23,8,0,2021,3
"367",12,1,-1,5,4,351,1,1,23,12,0,2021,3
"368",8,1,-1,0,0,352,1,1,23,1,0,2021,3
"369",2,1,-1,0,0,352,1,1,23,1,0,2021,3
"370",0,1,-1,0,0,352,1,1,23,1,0,2021,3
"371",17,1,-1,0,0,353,1,1,23,6,0,2021,3
"372",8,1,-1,1,4,354,1,1,23,15,0,2021,3
"373",8,1,-1,0,0,354,1,1,23,15,0,2021,3
"374",0,1,-1,0,0,354,1,1,23,15,0,2021,3
"375",0,1,-1,0,0,354,1,1,23,15,0,2021,3
"376",16,1,-1,0,0,355,1,1,23,12,0,2021,3
"377",16,1,-1,0,0,355,1,1,23,12,0,2021,3
"378",14,1,-1,2,4,356,1,1,23,10,0,2021,3
"379",7,1,-1,0,0,358,1,1,23,13,0,2021,3
"380",7,1,-1,9,4,358,1,1,23,13,0,2021,3
"381",0,1,-1,0,0,358,1,1,23,13,0,2021,3
"382",0,1,-1,0,0,358,1,1,23,13,0,2021,3
"383",10,1,-1,10,4,359,1,1,23,15,0,2021,3
"384",10,1,-1,1,5,359,1,1,23,15,0,2021,3
"385",12,1,-1,2,4,360,1,1,23,12,0,2021,3
"386",6,1,-1,3,4,360,1,1,23,12,0,2021,3
"387",7,1,-1,2,5,361,1,1,23,14,0,2021,3
"388",0,1,-1,0,0,361,1,1,23,14,0,2021,3
"389",0,1,-1,0,0,361,1,1,23,14,0,2021,3
"390",12,1,-1,2,5,361,1,1,23,14,0,2021,3
"391",8,1,-1,2,3,361,1,1,23,14,0,2021,3
"392",15,1,-1,0,0,363,1,1,23,8,0,2021,3
"393",16,1,-1,0,0,363,1,1,23,8,0,2021,3
"394",17,1,-1,0,0,366,1,1,23,13,0,2021,3
"395",15,1,-1,1,4,369,1,1,23,16,0,2021,3
"396",12,1,-1,0,0,369,1,1,23,16,0,2021,3
"397",11,1,-1,2,3,370,1,1,23,12,0,2021,3
"398",7,1,-1,2,2,371,1,1,23,12,0,2021,3
"399",10,1,-1,1,7,372,1,1,23,14,0,2021,3
"400",12,1,-1,5,4,372,1,1,23,14,0,2021,3
"401",16,1,-1,0,0,375,1,1,23,3,0,2021,3
"402",17,1,-1,0,0,376,1,1,23,10,0,2021,3
"403",17,1,-1,0,0,376,1,1,23,10,0,2021,3
"404",9,1,-1,4,7,381,1,1,23,16,0,2021,3
"405",0,1,-1,0,0,381,1,1,23,16,0,2021,3
"406",8,1,-1,4,4,381,1,1,23,16,0,2021,3
"407",12,1,-1,1,6,382,1,1,23,16,0,2021,3
"408",12,1,-1,2,4,382,1,1,23,16,0,2021,3
"409",9,1,-1,1,4,389,1,1,23,15,0,2021,3
"410",7,1,-1,2,4,389,1,1,23,15,0,2021,3
"411",0,1,-1,0,0,389,1,1,23,15,0,2021,3
"412",0,1,-1,0,0,389,1,1,23,15,0,2021,3
"413",12,2,-1,6,6,391,1,1,23,13,0,2021,3
"414",13,1,-1,5,2,391,1,1,23,13,0,2021,3
"415",8,1,-1,4,4,393,1,1,23,7,0,2021,3
"416",0,1,-1,0,0,393,1,1,23,7,0,2021,3
"417",0,1,-1,0,0,393,1,1,23,7,0,2021,3
"418",0,1,-1,0,0,393,1,1,23,7,0,2021,3
"419",7,1,-1,2,5,394,1,1,23,14,0,2021,3
"420",10,1,-1,0,0,394,1,1,23,14,0,2021,3
"421",0,1,-1,0,0,394,1,1,23,14,0,2021,3
"422",6,1,-1,5,1,395,1,1,23,9,0,2021,3
"423",6,1,-1,0,0,395,1,1,23,9,0,2021,3
"424",0,1,-1,0,0,395,1,1,23,9,0,2021,3
"425",0,1,-1,0,0,395,1,1,23,9,0,2021,3
"426",12,1,-1,0,0,396,1,1,23,11,0,2021,3
"427",12,1,-1,3,5,396,1,1,23,11,0,2021,3
"428",13,1,-1,2,5,397,1,1,23,14,0,2021,3
"429",14,1,-1,10,6,397,1,1,23,14,0,2021,3
"430",16,1,-1,0,0,398,1,1,23,12,0,2021,3
"431",16,1,-1,0,0,398,1,1,23,12,0,2021,3
"432",6,1,-1,2,2,399,1,1,23,15,0,2021,3
"433",7,1,-1,2,5,399,1,1,23,15,0,2021,3
"434",6,1,-1,1,4,399,1,1,23,15,0,2021,3
"435",12,1,-1,3,3,404,1,1,23,12,0,2021,3
"436",11,1,-1,2,5,404,1,1,23,12,0,2021,3
"437",3,1,-1,0,0,404,1,1,23,12,0,2021,3
"438",17,1,-1,0,0,405,1,1,23,4,0,2021,3
"439",17,1,-1,0,0,405,1,1,23,4,0,2021,3
"440",14,1,-1,0,0,406,1,1,23,9,0,2021,3
"441",14,1,-1,0,0,406,1,1,23,9,0,2021,3
"442",8,1,-1,0,0,408,1,1,23,15,0,2021,3
"443",9,1,-1,1,4,408,1,1,23,15,0,2021,3
"444",0,1,-1,0,0,408,1,1,23,15,0,2021,3
"445",0,1,-1,0,0,408,1,1,23,15,0,2021,3
