"","AGE1","PRDTRACE","PRDASIAN","A_MJOCC","PEIO1COW","PH_SEQ","GEDIV","GEREG","GESTFIPS","HEFAMINC","H_TYPEBC","H_YEAR","H_MONTH"
"1",4,1,-1,3,4,4,1,1,23,6,0,2019,3
"2",17,1,-1,0,0,6,1,1,23,10,0,2019,3
"3",13,1,-1,3,4,7,1,1,23,5,0,2019,3
"4",16,1,-1,0,0,8,1,1,23,2,0,2019,3
"5",8,1,-1,3,4,8,1,1,23,2,0,2019,3
"6",17,1,-1,0,0,13,1,1,23,6,0,2019,3
"7",11,1,-1,4,4,15,1,1,23,12,0,2019,3
"8",14,1,-1,0,0,18,1,1,23,12,0,2019,3
"9",14,1,-1,0,0,18,1,1,23,12,0,2019,3
"10",15,1,-1,0,0,20,1,1,23,9,0,2019,3
"11",11,1,-1,7,7,21,1,1,23,12,0,2019,3
"12",14,1,-1,10,3,26,1,1,23,12,0,2019,3
"13",16,1,-1,0,0,26,1,1,23,12,0,2019,3
"14",10,1,-1,0,0,27,1,1,23,14,0,2019,3
"15",9,1,-1,3,1,27,1,1,23,14,0,2019,3
"16",4,1,-1,0,0,27,1,1,23,14,0,2019,3
"17",3,1,-1,0,0,27,1,1,23,14,0,2019,3
"18",16,1,-1,0,0,29,1,1,23,4,0,2019,3
"19",9,1,-1,0,0,30,1,1,23,8,0,2019,3
"20",7,6,-1,7,7,30,1,1,23,8,0,2019,3
"21",3,1,-1,0,0,30,1,1,23,8,0,2019,3
"22",0,1,-1,0,0,30,1,1,23,8,0,2019,3
"23",0,1,-1,0,0,30,1,1,23,8,0,2019,3
"24",0,1,-1,0,0,30,1,1,23,8,0,2019,3
"25",0,1,-1,0,0,30,1,1,23,8,0,2019,3
"26",0,1,-1,0,0,30,1,1,23,8,0,2019,3
"27",0,1,-1,0,0,30,1,1,23,8,0,2019,3
"28",0,1,-1,0,0,30,1,1,23,8,0,2019,3
"29",0,1,-1,0,0,30,1,1,23,8,0,2019,3
"30",15,1,-1,0,0,31,1,1,23,1,0,2019,3
"31",12,1,-1,1,4,32,1,1,23,15,0,2019,3
"32",12,1,-1,5,4,32,1,1,23,15,0,2019,3
"33",17,1,-1,0,0,33,1,1,23,7,0,2019,3
"34",17,1,-1,0,0,35,1,1,23,4,0,2019,3
"35",7,1,-1,4,4,36,1,1,23,7,0,2019,3
"36",6,1,-1,0,0,36,1,1,23,7,0,2019,3
"37",0,1,-1,0,0,36,1,1,23,7,0,2019,3
"38",0,1,-1,0,0,36,1,1,23,7,0,2019,3
"39",10,1,-1,5,1,37,1,1,23,14,0,2019,3
"40",12,1,-1,2,4,37,1,1,23,14,0,2019,3
"41",0,1,-1,0,0,37,1,1,23,14,0,2019,3
"42",0,2,-1,0,0,37,1,1,23,14,0,2019,3
"43",0,2,-1,0,0,37,1,1,23,14,0,2019,3
"44",7,1,-1,2,4,38,1,1,23,14,0,2019,3
"45",8,1,-1,1,4,38,1,1,23,14,0,2019,3
"46",0,1,-1,0,0,38,1,1,23,14,0,2019,3
"47",11,1,-1,10,4,41,1,1,23,15,0,2019,3
"48",11,1,-1,10,4,41,1,1,23,15,0,2019,3
"49",16,1,-1,0,0,42,1,1,23,2,0,2019,3
"50",8,1,-1,0,0,47,1,1,23,9,0,2019,3
"51",8,1,-1,0,0,47,1,1,23,9,0,2019,3
"52",1,1,-1,0,0,47,1,1,23,9,0,2019,3
"53",12,1,-1,1,3,51,1,1,23,15,0,2019,3
"54",13,1,-1,9,4,51,1,1,23,15,0,2019,3
"55",8,1,-1,2,7,52,1,1,23,12,0,2019,3
"56",12,1,-1,1,4,54,1,1,23,14,0,2019,3
"57",13,1,-1,7,4,54,1,1,23,14,0,2019,3
"58",17,1,-1,0,0,56,1,1,23,12,0,2019,3
"59",14,1,-1,5,2,57,1,1,23,15,0,2019,3
"60",15,1,-1,9,3,57,1,1,23,15,0,2019,3
"61",10,1,-1,2,4,59,1,1,23,13,0,2019,3
"62",12,1,-1,8,4,59,1,1,23,13,0,2019,3
"63",7,1,-1,0,0,60,1,1,23,14,0,2019,3
"64",7,1,-1,4,4,60,1,1,23,14,0,2019,3
"65",0,1,-1,0,0,60,1,1,23,14,0,2019,3
"66",0,1,-1,0,0,60,1,1,23,14,0,2019,3
"67",9,1,-1,0,0,65,1,1,23,6,0,2019,3
"68",2,1,-1,0,0,65,1,1,23,6,0,2019,3
"69",0,1,-1,0,0,65,1,1,23,6,0,2019,3
"70",7,1,-1,7,7,66,1,1,23,7,0,2019,3
"71",7,3,-1,4,4,66,1,1,23,7,0,2019,3
"72",0,1,-1,0,0,66,1,1,23,7,0,2019,3
"73",9,1,-1,6,4,70,1,1,23,10,0,2019,3
"74",1,1,-1,0,0,70,1,1,23,10,0,2019,3
"75",7,1,-1,0,0,70,1,1,23,10,0,2019,3
"76",16,1,-1,3,4,71,1,1,23,8,0,2019,3
"77",17,1,-1,0,0,72,1,1,23,11,0,2019,3
"78",8,1,-1,3,4,73,1,1,23,7,0,2019,3
"79",1,1,-1,0,0,73,1,1,23,7,0,2019,3
"80",0,1,-1,0,0,73,1,1,23,7,0,2019,3
"81",0,1,-1,0,0,73,1,1,23,7,0,2019,3
"82",16,1,-1,0,0,74,1,1,23,9,0,2019,3
"83",17,1,-1,0,0,74,1,1,23,9,0,2019,3
"84",8,1,-1,2,3,75,1,1,23,15,0,2019,3
"85",6,1,-1,3,4,75,1,1,23,15,0,2019,3
"86",11,1,-1,1,3,76,1,1,23,15,0,2019,3
"87",11,1,-1,1,5,76,1,1,23,15,0,2019,3
"88",0,1,-1,0,0,76,1,1,23,15,0,2019,3
"89",11,1,-1,3,3,77,1,1,23,13,0,2019,3
"90",10,1,-1,4,4,77,1,1,23,13,0,2019,3
"91",12,1,-1,8,6,80,1,1,23,14,0,2019,3
"92",12,1,-1,0,0,80,1,1,23,14,0,2019,3
"93",15,1,-1,0,0,90,1,1,23,13,0,2019,3
"94",17,1,-1,9,4,90,1,1,23,13,0,2019,3
"95",6,1,-1,1,4,97,1,1,23,13,0,2019,3
"96",0,1,-1,0,0,97,1,1,23,13,0,2019,3
"97",7,1,-1,2,2,97,1,1,23,13,0,2019,3
"98",3,1,-1,0,0,97,1,1,23,13,0,2019,3
"99",16,1,-1,9,3,98,1,1,23,12,0,2019,3
"100",15,1,-1,0,0,101,1,1,23,4,0,2019,3
"101",15,1,-1,1,5,101,1,1,23,4,0,2019,3
"102",5,1,-1,0,0,101,1,1,23,4,0,2019,3
"103",12,1,-1,0,0,112,1,1,23,5,0,2019,3
"104",16,1,-1,0,0,113,1,1,23,11,0,2019,3
"105",15,1,-1,0,0,113,1,1,23,11,0,2019,3
"106",11,1,-1,8,2,114,1,1,23,13,0,2019,3
"107",11,1,-1,3,3,114,1,1,23,13,0,2019,3
"108",14,1,-1,0,0,116,1,1,23,12,0,2019,3
"109",15,1,-1,0,0,116,1,1,23,12,0,2019,3
"110",15,1,-1,1,7,117,1,1,23,10,0,2019,3
"111",13,1,-1,1,7,118,1,1,23,14,0,2019,3
"112",12,1,-1,5,4,118,1,1,23,14,0,2019,3
"113",0,1,-1,0,0,118,1,1,23,14,0,2019,3
"114",10,1,-1,0,0,119,1,1,23,11,0,2019,3
"115",9,1,-1,2,4,119,1,1,23,11,0,2019,3
"116",0,1,-1,0,0,119,1,1,23,11,0,2019,3
"117",0,1,-1,0,0,119,1,1,23,11,0,2019,3
"118",9,1,-1,9,7,120,1,1,23,14,0,2019,3
"119",8,1,-1,7,4,120,1,1,23,14,0,2019,3
"120",1,1,-1,0,0,120,1,1,23,14,0,2019,3
"121",0,1,-1,0,0,120,1,1,23,14,0,2019,3
"122",0,1,-1,0,0,120,1,1,23,14,0,2019,3
"123",11,1,-1,9,4,121,1,1,23,12,0,2019,3
"124",11,1,-1,3,4,121,1,1,23,12,0,2019,3
"125",7,1,-1,6,7,122,1,1,23,11,0,2019,3
"126",11,1,-1,5,1,125,1,1,23,10,0,2019,3
"127",12,1,-1,0,0,125,1,1,23,10,0,2019,3
"128",17,1,-1,0,0,125,1,1,23,10,0,2019,3
"129",17,1,-1,2,7,126,1,1,23,15,0,2019,3
"130",12,1,-1,3,4,126,1,1,23,15,0,2019,3
"131",5,1,-1,2,5,126,1,1,23,15,0,2019,3
"132",4,1,-1,3,7,126,1,1,23,15,0,2019,3
"133",2,1,-1,0,0,126,1,1,23,15,0,2019,3
"134",0,1,-1,0,0,126,1,1,23,15,0,2019,3
"135",11,1,-1,5,4,134,1,1,23,11,0,2019,3
"136",10,1,-1,8,7,134,1,1,23,11,0,2019,3
"137",9,1,-1,0,0,135,1,1,23,12,0,2019,3
"138",9,1,-1,1,7,135,1,1,23,12,0,2019,3
"139",2,1,-1,0,0,135,1,1,23,12,0,2019,3
"140",0,1,-1,0,0,135,1,1,23,12,0,2019,3
"141",9,1,-1,10,4,136,1,1,23,14,0,2019,3
"142",0,1,-1,0,0,136,1,1,23,14,0,2019,3
"143",0,1,-1,0,0,136,1,1,23,14,0,2019,3
"144",8,1,-1,2,7,136,1,1,23,14,0,2019,3
"145",8,1,-1,0,0,138,1,1,23,14,0,2019,3
"146",8,1,-1,6,7,138,1,1,23,14,0,2019,3
"147",0,1,-1,0,0,138,1,1,23,14,0,2019,3
"148",0,1,-1,0,0,138,1,1,23,14,0,2019,3
"149",0,1,-1,0,0,138,1,1,23,14,0,2019,3
"150",9,1,-1,10,6,139,1,1,23,11,0,2019,3
"151",0,1,-1,0,0,139,1,1,23,11,0,2019,3
"152",0,1,-1,0,0,139,1,1,23,11,0,2019,3
"153",0,1,-1,0,0,139,1,1,23,11,0,2019,3
"154",8,1,-1,3,4,143,1,1,23,11,0,2019,3
"155",8,1,-1,7,4,143,1,1,23,11,0,2019,3
"156",2,1,-1,0,0,143,1,1,23,11,0,2019,3
"157",0,1,-1,0,0,143,1,1,23,11,0,2019,3
"158",0,1,-1,0,0,143,1,1,23,11,0,2019,3
"159",8,1,-1,0,0,144,1,1,23,13,0,2019,3
"160",2,1,-1,3,2,144,1,1,23,13,0,2019,3
"161",0,1,-1,0,0,144,1,1,23,13,0,2019,3
"162",10,1,-1,1,4,144,1,1,23,13,0,2019,3
"163",9,1,-1,2,7,145,1,1,23,15,0,2019,3
"164",9,5,-1,2,7,145,1,1,23,15,0,2019,3
"165",10,1,-1,1,4,146,1,1,23,16,0,2019,3
"166",8,1,-1,5,4,146,1,1,23,16,0,2019,3
"167",2,1,-1,10,4,146,1,1,23,16,0,2019,3
"168",0,1,-1,0,0,146,1,1,23,16,0,2019,3
"169",0,1,-1,0,0,146,1,1,23,16,0,2019,3
"170",17,1,-1,0,0,148,1,1,23,10,0,2019,3
"171",16,1,-1,10,4,153,1,1,23,10,0,2019,3
"172",15,1,-1,3,4,156,1,1,23,2,0,2019,3
"173",9,1,-1,0,0,156,1,1,23,2,0,2019,3
"174",17,1,-1,0,0,158,1,1,23,15,0,2019,3
"175",17,1,-1,0,0,158,1,1,23,15,0,2019,3
"176",12,1,-1,1,6,162,1,1,23,11,0,2019,3
"177",9,1,-1,2,4,162,1,1,23,11,0,2019,3
"178",14,1,-1,9,4,169,1,1,23,14,0,2019,3
"179",11,1,-1,5,5,169,1,1,23,14,0,2019,3
"180",10,1,-1,5,4,170,1,1,23,12,0,2019,3
"181",4,1,-1,10,4,170,1,1,23,12,0,2019,3
"182",2,1,-1,10,4,170,1,1,23,12,0,2019,3
"183",13,1,-1,5,4,171,1,1,23,13,0,2019,3
"184",11,1,-1,2,4,171,1,1,23,13,0,2019,3
"185",4,1,-1,10,4,172,1,1,23,12,0,2019,3
"186",12,1,-1,3,4,172,1,1,23,12,0,2019,3
"187",8,1,-1,6,7,176,1,1,23,13,0,2019,3
"188",8,1,-1,0,0,176,1,1,23,13,0,2019,3
"189",0,1,-1,0,0,176,1,1,23,13,0,2019,3
"190",0,1,-1,0,0,176,1,1,23,13,0,2019,3
"191",14,1,-1,0,0,177,1,1,23,7,0,2019,3
"192",14,1,-1,0,0,177,1,1,23,7,0,2019,3
"193",15,1,-1,3,3,182,1,1,23,10,0,2019,3
"194",17,1,-1,0,0,182,1,1,23,10,0,2019,3
"195",17,1,-1,0,0,183,1,1,23,7,0,2019,3
"196",11,1,-1,7,7,185,1,1,23,12,0,2019,3
"197",2,1,-1,10,4,185,1,1,23,12,0,2019,3
"198",17,1,-1,0,0,187,1,1,23,15,0,2019,3
"199",4,1,-1,0,0,187,1,1,23,15,0,2019,3
"200",11,1,-1,2,4,187,1,1,23,15,0,2019,3
"201",12,1,-1,2,4,187,1,1,23,15,0,2019,3
"202",2,1,-1,0,0,187,1,1,23,15,0,2019,3
"203",13,1,-1,0,0,189,1,1,23,7,0,2019,3
"204",17,1,-1,0,0,190,1,1,23,5,0,2019,3
"205",12,1,-1,6,7,195,1,1,23,5,0,2019,3
"206",12,1,-1,2,5,196,1,1,23,10,0,2019,3
"207",12,1,-1,4,4,205,1,1,23,3,0,2019,3
"208",12,1,-1,3,4,206,1,1,23,6,0,2019,3
"209",12,1,-1,0,0,209,1,1,23,12,0,2019,3
"210",15,1,-1,0,0,209,1,1,23,12,0,2019,3
"211",9,1,-1,10,4,210,1,1,23,14,0,2019,3
"212",9,1,-1,1,4,210,1,1,23,14,0,2019,3
"213",4,1,-1,3,3,210,1,1,23,14,0,2019,3
"214",2,1,-1,3,4,210,1,1,23,14,0,2019,3
"215",12,1,-1,1,6,211,1,1,23,15,0,2019,3
"216",11,1,-1,2,4,211,1,1,23,15,0,2019,3
"217",3,1,-1,0,0,211,1,1,23,15,0,2019,3
"218",0,1,-1,0,0,211,1,1,23,15,0,2019,3
"219",11,1,-1,0,0,212,1,1,23,7,0,2019,3
"220",0,1,-1,0,0,212,1,1,23,7,0,2019,3
"221",16,1,-1,8,7,213,1,1,23,10,0,2019,3
"222",15,1,-1,0,0,213,1,1,23,10,0,2019,3
"223",16,1,-1,5,4,216,1,1,23,8,0,2019,3
"224",14,1,-1,3,2,216,1,1,23,8,0,2019,3
"225",11,1,-1,4,4,217,1,1,23,11,0,2019,3
"226",10,1,-1,9,4,217,1,1,23,11,0,2019,3
"227",9,1,-1,4,7,219,1,1,23,11,0,2019,3
"228",5,1,-1,0,0,223,1,1,23,12,0,2019,3
"229",4,1,-1,9,2,223,1,1,23,12,0,2019,3
"230",15,1,-1,3,5,224,1,1,23,7,0,2019,3
"231",7,1,-1,5,4,224,1,1,23,7,0,2019,3
"232",17,1,-1,0,0,225,1,1,23,6,0,2019,3
"233",10,1,-1,4,4,226,1,1,23,15,0,2019,3
"234",9,1,-1,1,5,226,1,1,23,15,0,2019,3
"235",3,1,-1,0,0,226,1,1,23,15,0,2019,3
"236",13,1,-1,0,0,227,1,1,23,7,0,2019,3
"237",11,1,-1,0,0,227,1,1,23,7,0,2019,3
"238",4,1,-1,0,0,227,1,1,23,7,0,2019,3
"239",12,1,-1,3,4,228,1,1,23,7,0,2019,3
"240",13,1,-1,3,4,229,1,1,23,7,0,2019,3
"241",17,1,-1,0,0,231,1,1,23,6,0,2019,3
"242",17,1,-1,0,0,231,1,1,23,6,0,2019,3
"243",11,1,-1,3,5,231,1,1,23,6,0,2019,3
"244",8,1,-1,0,0,239,1,1,23,4,0,2019,3
"245",0,1,-1,0,0,239,1,1,23,4,0,2019,3
"246",11,1,-1,7,7,240,1,1,23,11,0,2019,3
"247",8,1,-1,0,0,240,1,1,23,11,0,2019,3
"248",2,1,-1,0,0,240,1,1,23,11,0,2019,3
"249",0,1,-1,0,0,240,1,1,23,11,0,2019,3
"250",0,1,-1,0,0,240,1,1,23,11,0,2019,3
"251",0,1,-1,0,0,240,1,1,23,11,0,2019,3
"252",0,1,-1,0,0,240,1,1,23,11,0,2019,3
"253",11,1,-1,1,4,241,1,1,23,14,0,2019,3
"254",10,1,-1,1,4,241,1,1,23,14,0,2019,3
"255",0,1,-1,0,0,241,1,1,23,14,0,2019,3
"256",0,1,-1,0,0,241,1,1,23,14,0,2019,3
"257",10,1,-1,0,0,242,1,1,23,16,0,2019,3
"258",2,1,-1,0,0,242,1,1,23,16,0,2019,3
"259",0,1,-1,0,0,242,1,1,23,16,0,2019,3
"260",15,1,-1,3,4,270,1,1,23,10,0,2019,3
"261",15,1,-1,0,0,270,1,1,23,10,0,2019,3
"262",10,1,-1,3,2,270,1,1,23,10,0,2019,3
"263",17,1,-1,0,0,275,1,1,23,6,0,2019,3
"264",16,1,-1,0,0,281,1,1,23,13,0,2019,3
"265",16,1,-1,0,0,281,1,1,23,13,0,2019,3
"266",5,1,-1,7,4,281,1,1,23,13,0,2019,3
"267",17,1,-1,0,0,286,1,1,23,9,0,2019,3
"268",11,1,-1,0,0,287,1,1,23,8,0,2019,3
"269",10,1,-1,0,0,287,1,1,23,8,0,2019,3
"270",2,1,-1,0,0,287,1,1,23,8,0,2019,3
"271",5,1,-1,0,0,287,1,1,23,8,0,2019,3
"272",0,1,-1,0,0,287,1,1,23,8,0,2019,3
"273",15,1,-1,0,0,288,1,1,23,8,0,2019,3
"274",14,1,-1,2,5,289,1,1,23,11,0,2019,3
"275",15,1,-1,1,5,290,1,1,23,15,0,2019,3
"276",13,1,-1,2,4,290,1,1,23,15,0,2019,3
"277",16,1,-1,0,0,291,1,1,23,11,0,2019,3
"278",15,1,-1,0,0,292,1,1,23,12,0,2019,3
"279",15,1,-1,0,0,292,1,1,23,12,0,2019,3
"280",17,1,-1,0,0,298,1,1,23,13,0,2019,3
"281",14,1,-1,5,3,298,1,1,23,13,0,2019,3
"282",16,1,-1,0,0,301,1,1,23,7,0,2019,3
"283",16,1,-1,0,0,301,1,1,23,7,0,2019,3
"284",15,1,-1,5,4,305,1,1,23,11,0,2019,3
"285",6,1,-1,0,0,311,1,1,23,10,0,2019,3
"286",8,1,-1,8,4,311,1,1,23,10,0,2019,3
"287",0,1,-1,0,0,311,1,1,23,10,0,2019,3
"288",14,1,-1,0,0,312,1,1,23,15,0,2019,3
"289",14,1,-1,2,3,312,1,1,23,15,0,2019,3
"290",8,1,-1,0,0,312,1,1,23,15,0,2019,3
"291",0,1,-1,0,0,312,1,1,23,15,0,2019,3
"292",17,1,-1,0,0,313,1,1,23,9,0,2019,3
"293",17,1,-1,0,0,313,1,1,23,9,0,2019,3
"294",9,1,-1,0,0,314,1,1,23,7,0,2019,3
"295",16,1,-1,0,0,314,1,1,23,7,0,2019,3
"296",10,1,-1,8,7,315,1,1,23,8,0,2019,3
"297",10,1,-1,3,4,315,1,1,23,8,0,2019,3
"298",3,1,-1,10,4,315,1,1,23,8,0,2019,3
"299",1,1,-1,0,0,315,1,1,23,8,0,2019,3
"300",0,2,-1,0,0,315,1,1,23,8,0,2019,3
"301",17,1,-1,0,0,316,1,1,23,2,0,2019,3
"302",6,1,-1,9,4,317,1,1,23,10,0,2019,3
"303",10,1,-1,1,2,318,1,1,23,15,0,2019,3
"304",3,1,-1,3,5,318,1,1,23,15,0,2019,3
"305",2,1,-1,0,0,318,1,1,23,15,0,2019,3
"306",9,1,-1,5,2,318,1,1,23,15,0,2019,3
"307",8,1,-1,5,3,319,1,1,23,13,0,2019,3
"308",8,1,-1,9,4,319,1,1,23,13,0,2019,3
"309",16,1,-1,0,0,320,1,1,23,11,0,2019,3
"310",14,1,-1,0,0,320,1,1,23,11,0,2019,3
"311",17,1,-1,0,0,322,1,1,23,14,0,2019,3
"312",17,1,-1,0,0,322,1,1,23,14,0,2019,3
"313",11,1,-1,2,5,323,1,1,23,9,0,2019,3
"314",6,1,-1,3,4,324,1,1,23,9,0,2019,3
"315",0,1,-1,0,0,324,1,1,23,9,0,2019,3
"316",7,1,-1,7,7,324,1,1,23,9,0,2019,3
"317",7,1,-1,10,4,325,1,1,23,6,0,2019,3
"318",12,3,-1,0,0,332,1,1,23,8,0,2019,3
"319",12,3,-1,9,4,332,1,1,23,8,0,2019,3
"320",9,1,-1,9,6,333,1,1,23,10,0,2019,3
"321",9,1,-1,2,2,333,1,1,23,10,0,2019,3
"322",0,1,-1,0,0,333,1,1,23,10,0,2019,3
"323",0,1,-1,0,0,333,1,1,23,10,0,2019,3
"324",9,1,-1,3,4,334,1,1,23,9,0,2019,3
"325",3,1,-1,0,0,334,1,1,23,9,0,2019,3
"326",7,1,-1,8,4,334,1,1,23,9,0,2019,3
"327",9,1,-1,0,0,336,1,1,23,9,0,2019,3
"328",9,1,-1,4,4,336,1,1,23,9,0,2019,3
"329",6,2,-1,10,4,336,1,1,23,9,0,2019,3
"330",4,2,-1,10,4,336,1,1,23,9,0,2019,3
"331",2,1,-1,0,0,336,1,1,23,9,0,2019,3
"332",9,1,-1,10,4,337,1,1,23,13,0,2019,3
"333",8,1,-1,9,4,337,1,1,23,13,0,2019,3
"334",0,1,-1,0,0,337,1,1,23,13,0,2019,3
"335",0,1,-1,0,0,337,1,1,23,13,0,2019,3
"336",7,1,-1,5,4,339,1,1,23,7,0,2019,3
"337",0,1,-1,0,0,339,1,1,23,7,0,2019,3
"338",0,2,-1,0,0,339,1,1,23,7,0,2019,3
"339",0,2,-1,0,0,339,1,1,23,7,0,2019,3
"340",10,1,-1,1,1,340,1,1,23,15,0,2019,3
"341",1,1,-1,0,0,340,1,1,23,15,0,2019,3
"342",10,1,-1,5,1,340,1,1,23,15,0,2019,3
"343",12,1,-1,9,4,341,1,1,23,14,0,2019,3
"344",7,7,-1,4,4,341,1,1,23,14,0,2019,3
"345",0,7,-1,0,0,341,1,1,23,14,0,2019,3
"346",0,7,-1,0,0,341,1,1,23,14,0,2019,3
"347",0,7,-1,0,0,341,1,1,23,14,0,2019,3
"348",13,1,-1,4,4,343,1,1,23,14,0,2019,3
"349",14,1,-1,2,7,343,1,1,23,14,0,2019,3
"350",17,1,-1,0,0,344,1,1,23,3,0,2019,3
"351",11,1,-1,0,0,345,1,1,23,3,0,2019,3
"352",17,1,-1,0,0,346,1,1,23,5,0,2019,3
"353",17,1,-1,0,0,347,1,1,23,7,0,2019,3
"354",17,1,-1,0,0,348,1,1,23,13,0,2019,3
"355",16,1,-1,0,0,348,1,1,23,13,0,2019,3
"356",11,1,-1,1,2,351,1,1,23,14,0,2019,3
"357",15,1,-1,0,0,351,1,1,23,14,0,2019,3
"358",16,1,-1,0,0,353,1,1,23,16,0,2019,3
"359",16,1,-1,0,0,353,1,1,23,16,0,2019,3
"360",17,1,-1,0,0,354,1,1,23,8,0,2019,3
"361",17,1,-1,0,0,354,1,1,23,8,0,2019,3
"362",16,1,-1,0,0,355,1,1,23,12,0,2019,3
"363",10,1,-1,1,2,356,1,1,23,11,0,2019,3
"364",5,1,-1,9,4,356,1,1,23,11,0,2019,3
"365",12,1,-1,5,1,357,1,1,23,15,0,2019,3
"366",15,2,-1,0,0,357,1,1,23,15,0,2019,3
"367",7,6,-1,4,4,357,1,1,23,15,0,2019,3
"368",0,1,-1,0,0,357,1,1,23,15,0,2019,3
"369",7,1,-1,3,3,358,1,1,23,5,0,2019,3
"370",7,1,-1,2,5,358,1,1,23,5,0,2019,3
"371",0,1,-1,0,0,358,1,1,23,5,0,2019,3
"372",7,1,-1,2,5,360,1,1,23,9,0,2019,3
"373",6,1,-1,4,4,360,1,1,23,9,0,2019,3
"374",0,1,-1,0,0,360,1,1,23,9,0,2019,3
"375",15,1,-1,1,7,363,1,1,23,12,0,2019,3
"376",17,1,-1,0,0,363,1,1,23,12,0,2019,3
"377",10,1,-1,0,0,365,1,1,23,5,0,2019,3
"378",12,1,-1,2,3,366,1,1,23,11,0,2019,3
"379",12,1,-1,2,7,367,1,1,23,13,0,2019,3
"380",17,1,-1,0,0,367,1,1,23,13,0,2019,3
"381",14,1,-1,4,4,367,1,1,23,13,0,2019,3
"382",6,1,-1,2,4,369,1,1,23,11,0,2019,3
"383",12,1,-1,3,3,371,1,1,23,16,0,2019,3
"384",12,1,-1,7,7,371,1,1,23,16,0,2019,3
"385",17,1,-1,0,0,371,1,1,23,16,0,2019,3
"386",12,1,-1,1,5,372,1,1,23,16,0,2019,3
"387",12,1,-1,1,4,372,1,1,23,16,0,2019,3
"388",17,1,-1,0,0,373,1,1,23,7,0,2019,3
"389",6,1,-1,3,5,375,1,1,23,14,0,2019,3
"390",0,1,-1,0,0,375,1,1,23,14,0,2019,3
"391",7,1,-1,2,5,375,1,1,23,14,0,2019,3
"392",11,1,-1,5,4,377,1,1,23,10,0,2019,3
"393",2,1,-1,3,4,377,1,1,23,10,0,2019,3
"394",6,1,-1,3,5,378,1,1,23,13,0,2019,3
"395",7,1,-1,8,4,378,1,1,23,13,0,2019,3
"396",0,1,-1,0,0,378,1,1,23,13,0,2019,3
"397",0,1,-1,0,0,378,1,1,23,13,0,2019,3
"398",0,1,-1,0,0,378,1,1,23,13,0,2019,3
"399",11,1,-1,3,5,379,1,1,23,14,0,2019,3
"400",10,1,-1,4,4,379,1,1,23,14,0,2019,3
"401",11,1,-1,2,1,380,1,1,23,15,0,2019,3
"402",11,1,-1,7,4,380,1,1,23,15,0,2019,3
"403",6,1,-1,9,4,381,1,1,23,11,0,2019,3
"404",6,1,-1,4,4,381,1,1,23,11,0,2019,3
"405",0,1,-1,0,0,381,1,1,23,11,0,2019,3
"406",0,1,-1,0,0,381,1,1,23,11,0,2019,3
"407",0,1,-1,0,0,381,1,1,23,11,0,2019,3
"408",17,1,-1,0,0,382,1,1,23,6,0,2019,3
"409",11,1,-1,2,3,383,1,1,23,15,0,2019,3
"410",11,1,-1,5,4,383,1,1,23,15,0,2019,3
"411",2,1,-1,0,0,383,1,1,23,15,0,2019,3
"412",17,1,-1,0,0,384,1,1,23,12,0,2019,3
"413",11,1,-1,1,4,385,1,1,23,16,0,2019,3
"414",12,1,-1,2,4,385,1,1,23,16,0,2019,3
"415",2,1,-1,0,0,385,1,1,23,16,0,2019,3
"416",12,1,-1,2,3,386,1,1,23,15,0,2019,3
"417",12,1,-1,5,2,386,1,1,23,15,0,2019,3
"418",10,1,-1,3,5,387,1,1,23,7,0,2019,3
"419",10,1,-1,3,3,387,1,1,23,7,0,2019,3
"420",9,1,-1,1,2,388,1,1,23,12,0,2019,3
"421",10,1,-1,3,4,391,1,1,23,9,0,2019,3
"422",17,1,-1,0,0,391,1,1,23,9,0,2019,3
"423",9,1,-1,0,0,392,1,1,23,10,0,2019,3
"424",9,1,-1,5,1,392,1,1,23,10,0,2019,3
"425",3,1,-1,0,0,392,1,1,23,10,0,2019,3
"426",0,1,-1,0,0,392,1,1,23,10,0,2019,3
"427",11,1,-1,2,4,393,1,1,23,15,0,2019,3
"428",5,1,-1,1,4,393,1,1,23,15,0,2019,3
"429",2,1,-1,0,0,393,1,1,23,15,0,2019,3
"430",7,1,-1,0,0,397,1,1,23,3,0,2019,3
"431",0,1,-1,0,0,397,1,1,23,3,0,2019,3
"432",9,1,-1,4,4,400,1,1,23,13,0,2019,3
"433",7,1,-1,1,5,400,1,1,23,13,0,2019,3
"434",2,1,-1,0,0,400,1,1,23,13,0,2019,3
"435",0,1,-1,0,0,400,1,1,23,13,0,2019,3
"436",0,1,-1,0,0,400,1,1,23,13,0,2019,3
"437",8,7,-1,0,0,403,1,1,23,3,0,2019,3
"438",7,1,-1,0,0,403,1,1,23,3,0,2019,3
"439",10,1,-1,2,1,404,1,1,23,15,0,2019,3
"440",9,1,-1,0,0,404,1,1,23,15,0,2019,3
"441",0,1,-1,0,0,404,1,1,23,15,0,2019,3
"442",11,4,7,0,0,405,1,1,23,11,0,2019,3
"443",11,1,-1,1,6,406,1,1,23,11,0,2019,3
"444",11,1,-1,5,6,406,1,1,23,11,0,2019,3
"445",5,1,-1,5,4,406,1,1,23,11,0,2019,3
"446",3,1,-1,0,0,406,1,1,23,11,0,2019,3
"447",0,1,-1,0,0,406,1,1,23,11,0,2019,3
"448",7,1,-1,2,3,407,1,1,23,13,0,2019,3
